DATAFLOW,LAST UPDATE,freq,unit,direct,na_item,sector,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Norvège,2022,31035,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Pologne,2013,14040,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Pologne,2014,14669,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Pologne,2015,15217,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Pologne,2016,15657,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Pologne,2017,16100,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Pologne,2018,16788,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Pologne,2019,17709,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Pologne,2020,19225,b,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Pologne,2021,19280,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Pologne,2022,20256,b,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Pologne,2023,21517,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Pologne,2024,23567,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Portugal,2013,15964,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Portugal,2014,15946,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Portugal,2015,16567,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Portugal,2016,16863,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Portugal,2017,17083,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Portugal,2018,18011,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Portugal,2019,18632,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Portugal,2020,18270,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Portugal,2021,19728,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Portugal,2022,21611,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Portugal,2023,23381,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Portugal,2024,25378,p,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Roumanie,2013,9271,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Roumanie,2014,9424,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Roumanie,2015,9996,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Roumanie,2016,11267,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Roumanie,2017,12558,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Roumanie,2018,13140,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Roumanie,2019,15309,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Roumanie,2020,15976,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Roumanie,2021,17022,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Roumanie,2022,18121,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Roumanie,2023,20076,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Roumanie,2024,21793,p,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Serbie,2013,8932,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Serbie,2014,9021,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Serbie,2015,9195,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Serbie,2016,9154,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Serbie,2017,9162,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Serbie,2018,10091,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Serbie,2019,10579,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Serbie,2020,11118,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Serbie,2021,12179,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Serbie,2022,13311,p,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Suède,2013,22711,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Suède,2014,22993,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Suède,2015,23406,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Suède,2016,23449,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Suède,2017,23685,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Suède,2018,23965,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Suède,2019,24376,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Suède,2020,24237,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Suède,2021,25914,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Suède,2022,27480,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Suède,2023,28667,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Suède,2024,29539,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovénie,2013,15428,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovénie,2014,15453,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovénie,2015,15745,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovénie,2016,16273,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovénie,2017,17091,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovénie,2018,17920,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovénie,2019,18898,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovénie,2020,19805,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovénie,2021,21183,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovénie,2022,22862,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovénie,2023,24075,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovénie,2024,25163,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovaquie,2013,14113,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovaquie,2014,14288,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovaquie,2015,14957,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovaquie,2016,14076,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovaquie,2017,14054,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovaquie,2018,14747,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovaquie,2019,15465,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovaquie,2020,16584,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovaquie,2021,17833,b,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovaquie,2022,18783,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovaquie,2023,20223,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Slovaquie,2024,21532,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Turquie,2013,12496,p,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Turquie,2014,13342,p,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Turquie,2015,14440,p,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Turquie,2016,14609,p,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Turquie,2017,15454,p,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Turquie,2018,15190,p,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Turquie,2019,14712,p,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Turquie,2020,14128,p,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Turquie,2021,15457,p,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Turquie,2022,19118,p,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,Turquie,2023,23155,p,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,United Kingdom,2013,21879,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,United Kingdom,2014,22165,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,United Kingdom,2015,23091,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,United Kingdom,2016,22874,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,United Kingdom,2017,23157,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,United Kingdom,2018,23669,,
ESTAT:TEC00113(1.0),07/01/26 23:00:00,Annuel,"Standard de pouvoir d'achat (SPA, UE27 à partir de 2020) par habitant",Payé,"Revenu disponible ajusté, brut",Ménages; institutions sans but lucratif au service des ménages,United Kingdom,2019,24508,,
